
List of user-set options:

                                    Name   Value                used
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                           linear_solver = mumps                 yes
                                max_iter = 1000                  yes
                      nlp_scaling_method = user-scaling          yes
                             output_file = /Users/alfiyandyhr/Github_Repos/atomics/atomics/examples/case_5_LCE_shape_matching/run_lce_qdvs_out/IPOPT.out  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
                                     tol = 1e-05                 yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:        0
Number of nonzeros in inequality constraint Jacobian.:      100
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:      300
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      300
                     variables with only upper bounds:        0
Total number of equality constraints.................:        0
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 209  3.2481264e+00 0.00e+00 2.41e-02 -11.0 2.41e-02    -  1.00e+00 3.67e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  3.2481026e+00 0.00e+00 2.53e-02 -11.0 2.53e-02    -  1.00e+00 7.64e-03f  1
 211  3.2476105e+00 0.00e+00 2.54e-02 -11.0 2.53e-02    -  1.00e+00 1.58e-01f  1
 212  3.2476038e+00 0.00e+00 2.08e-02 -11.0 2.08e-02    -  1.00e+00 2.31e-03f  1
 213  3.2471209e+00 0.00e+00 2.18e-02 -11.0 2.17e-02    -  1.00e+00 1.97e-01f  1
 214  3.2471106e+00 0.00e+00 2.14e-02 -11.0 2.14e-02    -  1.00e+00 4.32e-03f  1
 215  3.2458469e+00 0.00e+00 2.14e-02 -11.0 2.11e-02    -  1.00e+00 5.43e-01f  1
 216  3.2457287e+00 0.00e+00 2.13e-02 -11.0 2.13e-02    -  1.00e+00 5.04e-02f  1
 217  3.2457274e+00 0.00e+00 2.12e-02 -11.0 2.12e-02    -  1.00e+00 5.78e-04f  1
 218  3.2454385e+00 0.00e+00 2.07e-02 -11.0 2.07e-02    -  1.00e+00 1.30e-01f  1
 219  3.2432276e+00 0.00e+00 2.11e-02 -11.0 2.07e-02    -  1.00e+00 9.91e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  3.2409552e+00 0.00e+00 2.15e-02 -11.0 2.09e-02    -  1.00e+00 1.00e+00f  1
 221  3.2403082e+00 0.00e+00 2.15e-02 -11.0 2.13e-02    -  1.00e+00 2.80e-01f  1
 222  3.2403017e+00 0.00e+00 2.14e-02 -11.0 2.14e-02    -  1.00e+00 2.79e-03f  1
 223  3.2403012e+00 0.00e+00 2.08e-02 -11.0 2.08e-02    -  1.00e+00 2.59e-04f  1
 224  3.2396877e+00 0.00e+00 2.09e-02 -11.0 2.07e-02    -  1.00e+00 2.82e-01f  1
 225  3.2396812e+00 0.00e+00 2.08e-02 -11.0 2.08e-02    -  1.00e+00 2.93e-03f  1
 226  3.2396002e+00 0.00e+00 2.08e-02 -10.9 2.08e-02    -  1.00e+00 3.74e-02f  1
 227  3.2395876e+00 0.00e+00 2.01e-02 -11.0 2.01e-02    -  1.00e+00 6.21e-03f  1
 228  3.2390803e+00 0.00e+00 2.02e-02 -11.0 2.00e-02    -  1.00e+00 2.51e-01f  1
 229  3.2390751e+00 0.00e+00 2.02e-02 -11.0 2.02e-02    -  1.00e+00 2.60e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  3.2390166e+00 0.00e+00 2.16e-02 -11.0 2.15e-02    -  1.00e+00 3.64e-02f  1
 231  3.2374041e+00 0.00e+00 2.22e-02 -11.0 2.16e-02    -  1.00e+00 1.00e+00f  1
 232  3.2357597e+00 0.00e+00 2.26e-02 -11.0 2.20e-02    -  1.00e+00 1.00e+00f  1
 233  3.2340804e+00 0.00e+00 2.31e-02 -11.0 2.25e-02    -  1.00e+00 1.00e+00f  1
 234  3.2324965e+00 0.00e+00 2.36e-02 -11.0 2.30e-02    -  1.00e+00 9.22e-01f  1
 235  3.2324805e+00 0.00e+00 2.35e-02 -11.0 2.35e-02    -  1.00e+00 9.18e-03f  1
 236  3.2324802e+00 0.00e+00 2.35e-02 -11.0 2.35e-02    -  1.00e+00 2.01e-04f  1
 237  3.2319889e+00 0.00e+00 2.37e-02 -11.0 2.35e-02    -  1.00e+00 2.86e-01f  1
 238  3.2319839e+00 0.00e+00 2.36e-02 -11.0 2.36e-02    -  1.00e+00 2.84e-03f  1
 239  3.2319832e+00 0.00e+00 1.63e-02 -11.0 1.63e-02    -  1.00e+00 6.71e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  3.2308559e+00 0.00e+00 1.66e-02 -11.0 1.63e-02    -  1.00e+00 1.00e+00f  1
 241  3.2297202e+00 0.00e+00 1.68e-02 -11.0 1.65e-02    -  1.00e+00 1.00e+00f  1
 242  3.2296427e+00 0.00e+00 1.68e-02 -11.0 1.68e-02    -  1.00e+00 6.78e-02f  1
 243  3.2296419e+00 0.00e+00 1.68e-02 -11.0 1.68e-02    -  1.00e+00 6.82e-04f  1
 244  3.2296346e+00 0.00e+00 1.62e-02 -11.0 1.62e-02    -  1.00e+00 6.92e-03f  1
 245  3.2285788e+00 0.00e+00 1.65e-02 -11.0 1.62e-02    -  1.00e+00 1.00e+00f  1
 246  3.2281060e+00 0.00e+00 1.65e-02 -11.0 1.64e-02    -  1.00e+00 4.45e-01f  1
 247  3.2281013e+00 0.00e+00 1.65e-02 -11.0 1.65e-02    -  1.00e+00 4.45e-03f  1
 248  3.2281004e+00 0.00e+00 1.65e-02 -11.0 1.65e-02    -  1.00e+00 8.49e-04f  1
 249  3.2270535e+00 0.00e+00 1.68e-02 -11.0 1.65e-02    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  3.2263251e+00 0.00e+00 1.69e-02 -11.0 1.67e-02    -  1.00e+00 6.91e-01f  1
 251  3.2263178e+00 0.00e+00 1.69e-02 -11.0 1.69e-02    -  1.00e+00 6.91e-03f  1
 252  3.2263174e+00 0.00e+00 1.69e-02 -11.0 1.69e-02    -  1.00e+00 4.31e-04f  1
 253  3.2252725e+00 0.00e+00 1.72e-02 -11.0 1.69e-02    -  1.00e+00 1.00e+00f  1
 254  3.2242178e+00 0.00e+00 1.74e-02 -11.0 1.71e-02    -  1.00e+00 1.00e+00f  1
 255  3.2231526e+00 0.00e+00 1.77e-02 -11.0 1.73e-02    -  1.00e+00 1.00e+00f  1
 256  3.2220760e+00 0.00e+00 1.79e-02 -11.0 1.76e-02    -  1.00e+00 1.00e+00f  1
 257  3.2210030e+00 0.00e+00 1.82e-02 -11.0 1.78e-02    -  1.00e+00 9.86e-01f  1
 258  3.2209922e+00 0.00e+00 1.81e-02 -11.0 1.81e-02    -  1.00e+00 9.83e-03f  1
 259  3.2209920e+00 0.00e+00 1.79e-02 -11.0 1.79e-02    -  1.00e+00 1.74e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  3.2209186e+00 0.00e+00 1.77e-02 -11.0 1.76e-02    -  1.00e+00 6.90e-02f  1
 261  3.2209162e+00 0.00e+00 1.74e-02 -11.0 1.74e-02    -  1.00e+00 2.39e-03f  1
 262  3.2208959e+00 0.00e+00 1.79e-02 -11.0 1.78e-02    -  1.00e+00 2.23e-02f  1
 263  3.2205710e+00 0.00e+00 1.88e-02 -11.0 1.86e-02    -  1.00e+00 4.29e-01f  1
 264  3.2198068e+00 0.00e+00 1.92e-02 -11.0 1.88e-02    -  1.00e+00 1.00e+00f  1
 265  3.2197173e+00 0.00e+00 1.92e-02 -11.0 1.92e-02    -  1.00e+00 1.15e-01f  1
 266  3.2197164e+00 0.00e+00 1.92e-02 -11.0 1.92e-02    -  1.00e+00 1.17e-03f  1
 267  3.2197084e+00 0.00e+00 1.92e-02 -11.0 1.92e-02    -  1.00e+00 1.07e-02f  1
 268  3.2189529e+00 0.00e+00 1.97e-02 -11.0 1.92e-02    -  1.00e+00 1.00e+00f  1
 269  3.2181826e+00 0.00e+00 2.01e-02 -11.0 1.96e-02    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  3.2179432e+00 0.00e+00 2.02e-02 -11.0 2.01e-02    -  1.00e+00 3.06e-01f  1
 271  3.2179408e+00 0.00e+00 2.02e-02 -11.0 2.02e-02    -  1.00e+00 3.05e-03f  1
 272  3.2179404e+00 0.00e+00 1.96e-02 -11.0 1.96e-02    -  1.00e+00 5.81e-04f  1
 273  3.2172001e+00 0.00e+00 2.00e-02 -11.0 1.95e-02    -  1.00e+00 1.00e+00f  1
 274  3.2164660e+00 0.00e+00 2.04e-02 -11.0 2.00e-02    -  1.00e+00 9.71e-01f  1
 275  3.2164587e+00 0.00e+00 2.04e-02 -11.0 2.04e-02    -  1.00e+00 9.51e-03f  1
 276  3.2164587e+00 0.00e+00 1.90e-02 -11.0 1.90e-02    -  1.00e+00 1.02e-04f  1
In iteration 276, 1 Slack too small, adjusting variable bound
 277  3.2164366e+00 0.00e+00 1.06e-02 -11.0 1.06e-02    -  1.00e+00 6.99e-02f  1
 278  3.2143367e+00 0.00e+00 5.96e-02  -9.1 6.17e+01    -  1.00e+00 1.32e-03f  1
 279  3.2143123e+00 0.00e+00 4.85e-02  -7.9 4.88e+01    -  1.00e+00 1.95e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  3.2117380e+00 0.00e+00 1.78e-02  -6.7 1.53e+01    -  1.00e+00 6.96e-03f  1
 281  3.2114756e+00 0.00e+00 1.01e-02  -8.5 1.00e-02    -  1.00e+00 1.00e+00f  1
 282  3.2101147e+00 0.00e+00 1.01e-02  -7.6 3.50e+00    -  1.00e+00 1.33e-02f  1
 283  3.2079521e+00 0.00e+00 9.10e-03  -6.5 1.55e+01    -  1.00e+00 7.39e-03f  1
 284  3.2060981e+00 0.00e+00 6.00e-03  -5.6 6.65e+00    -  1.00e+00 1.97e-02f  1
 285  3.2040256e+00 0.00e+00 6.25e-03  -5.1 2.44e+00    -  1.00e+00 9.58e-02f  1
 286  3.2038750e+00 0.00e+00 4.64e-03  -7.0 4.61e-03    -  1.00e+00 8.44e-01f  1
 287  3.2031426e+00 0.00e+00 4.90e-03  -5.4 5.78e-01    -  1.00e+00 8.78e-02f  1
 288  3.2026187e+00 0.00e+00 5.34e-03  -5.5 5.18e-01    -  1.00e+00 1.87e-01f  1
 289  3.2013062e+00 0.00e+00 2.97e-03  -6.5 2.96e-01    -  1.00e+00 6.30e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  3.2012055e+00 0.00e+00 2.53e-03  -6.8 5.52e-01    -  1.00e+00 2.04e-02f  1
 291  3.2006992e+00 0.00e+00 2.22e-03  -7.4 3.23e-01    -  1.00e+00 3.67e-01f  1
 292  3.2004108e+00 0.00e+00 1.15e-03  -8.2 5.00e-01    -  1.00e+00 2.00e-01f  1
 293  3.2003818e+00 0.00e+00 2.08e-03  -6.4 1.66e-01    -  1.00e+00 4.96e-01f  2
 294  3.2001793e+00 0.00e+00 1.01e-03  -7.5 5.00e-02    -  1.00e+00 9.99e-01f  1
 295  3.2000849e+00 0.00e+00 1.11e-03  -8.9 1.16e-01    -  1.00e+00 6.60e-01f  1
 296  3.1999685e+00 0.00e+00 1.58e-03 -10.0 5.41e-01    -  1.00e+00 3.85e-01f  1
 297  3.1999677e+00 0.00e+00 1.59e-03 -10.1 1.20e+00    -  1.00e+00 6.19e-04f  1
 298  3.1997970e+00 0.00e+00 3.33e-03 -10.2 2.50e+00    -  1.00e+00 1.47e-01f  2
 299  3.1997684e+00 0.00e+00 1.95e-03 -10.1 2.24e+00    -  1.00e+00 1.02e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  3.1997671e+00 0.00e+00 1.95e-03  -6.8 4.50e-01    -  7.66e-01 1.41e-03f  1
 301  3.1996909e+00 0.00e+00 2.60e-03  -7.3 5.39e-01    -  1.00e+00 1.25e-01f  4
 302  3.2002925e+00 0.00e+00 7.05e-04  -5.3 2.20e-01    -  7.86e-01 1.00e+00f  1
 303  3.2001851e+00 0.00e+00 1.68e-03  -5.4 6.88e-02    -  1.00e+00 5.00e-01f  2
 304  3.1999959e+00 0.00e+00 2.74e-04  -5.4 4.56e-02    -  1.00e+00 1.00e+00f  1
 305  3.1999794e+00 0.00e+00 4.26e-04  -5.4 4.06e-02    -  1.00e+00 1.00e+00f  1
 306  3.1999037e+00 0.00e+00 9.17e-04  -5.4 3.12e-01    -  1.00e+00 1.00e+00f  1
 307  3.1998735e+00 0.00e+00 6.69e-04  -5.4 6.32e+00    -  2.98e-01 2.54e-02f  4
 308  3.1998708e+00 0.00e+00 1.12e-03  -5.4 6.01e-01    -  1.00e+00 1.25e-01f  4
 309  3.1998589e+00 0.00e+00 8.66e-04  -5.4 1.58e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  3.1998413e+00 0.00e+00 4.35e-04  -5.4 3.22e-01    -  1.00e+00 1.25e-01f  4
 311  3.1998269e+00 0.00e+00 4.91e-04  -5.4 5.34e-02    -  1.00e+00 1.00e+00f  1
 312  3.1998141e+00 0.00e+00 3.80e-04  -5.4 8.22e-02    -  1.00e+00 5.00e-01f  2
 313  3.1998066e+00 0.00e+00 3.83e-04  -5.4 5.09e-02    -  1.00e+00 5.00e-01f  2
 314  3.1997907e+00 0.00e+00 2.85e-04  -5.4 6.39e-02    -  1.00e+00 1.00e+00f  1
 315  3.1997842e+00 0.00e+00 3.59e-04  -5.4 3.28e-01    -  1.00e+00 1.62e-01f  2
 316  3.1997740e+00 0.00e+00 4.64e-04  -5.4 5.64e-02    -  1.00e+00 5.00e-01f  2
 317  3.1997667e+00 0.00e+00 6.43e-04  -5.4 6.68e-02    -  1.00e+00 1.00e+00f  1
 318  3.1997596e+00 0.00e+00 3.54e-04  -5.4 3.00e-02    -  1.00e+00 5.00e-01f  2
 319  3.1997522e+00 0.00e+00 9.19e-05  -5.4 2.06e-02    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  3.1997513e+00 0.00e+00 2.05e-04  -5.4 9.59e-03    -  1.00e+00 1.00e+00f  1
 321  3.1997475e+00 0.00e+00 1.87e-04  -5.4 2.70e-02    -  1.00e+00 1.00e+00f  1
 322  3.1997468e+00 0.00e+00 3.71e-04  -5.4 4.02e-01    -  1.00e+00 2.23e-01f  3
 323  3.1997454e+00 0.00e+00 2.94e-04  -5.4 1.75e-01    -  1.00e+00 1.25e-01f  4
 324  3.1997425e+00 0.00e+00 2.70e-04  -5.4 5.79e-02    -  1.00e+00 5.00e-01f  2
 325  3.1997379e+00 0.00e+00 2.12e-04  -5.4 4.86e-02    -  1.00e+00 5.00e-01f  2
 326  3.1997370e+00 0.00e+00 2.27e-04  -5.4 2.86e-02    -  1.00e+00 5.00e-01f  2
 327  3.1997326e+00 0.00e+00 1.05e-04  -5.4 1.87e-02    -  1.00e+00 1.00e+00f  1
 328  3.1997309e+00 0.00e+00 1.30e-04  -5.4 5.83e-02    -  1.00e+00 2.50e-01f  3
 329  3.1997273e+00 0.00e+00 2.33e-04  -5.4 7.37e-02    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  3.1997279e+00 0.00e+00 5.17e-04  -5.4 5.82e-01    -  1.00e+00 2.50e-01f  3
 331  3.1997257e+00 0.00e+00 4.09e-04  -5.4 2.22e+00    -  1.00e+00 8.33e-02f  4
 332  3.1997245e+00 0.00e+00 4.61e-04  -5.4 1.80e+00    -  1.00e+00 4.50e-02f  5
 333  3.1997208e+00 0.00e+00 3.53e-04  -5.4 5.16e-01    -  1.00e+00 1.25e-01f  4
 334  3.1997173e+00 0.00e+00 2.82e-04  -5.4 2.76e-01    -  1.00e+00 1.25e-01f  4
 335  3.1997107e+00 0.00e+00 1.97e-04  -5.4 2.25e-01    -  1.00e+00 2.50e-01f  3
 336  3.1997083e+00 0.00e+00 3.34e-04  -5.4 1.75e-01    -  1.00e+00 2.50e-01f  3
 337  3.1997088e+00 0.00e+00 3.15e-04  -5.4 3.63e-02    -  1.00e+00 5.00e-01f  2
 338  3.1997074e+00 0.00e+00 2.62e-04  -5.4 4.52e-02    -  1.00e+00 1.00e+00f  1
 339  3.1997055e+00 0.00e+00 1.45e-04  -5.4 3.69e-02    -  1.00e+00 2.50e-01f  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  3.1997040e+00 0.00e+00 1.50e-04  -5.4 1.75e-02    -  1.00e+00 1.00e+00f  1
 341  3.1997036e+00 0.00e+00 6.78e-05  -5.4 1.15e-02    -  1.00e+00 5.00e-01f  2
 342  3.1997034e+00 0.00e+00 4.70e-05  -5.4 6.57e-03    -  1.00e+00 1.00e+00f  1
 343  3.1997035e+00 0.00e+00 5.47e-05  -5.4 1.06e-02    -  1.00e+00 5.00e-01f  2
 344  3.1997036e+00 0.00e+00 6.22e-05  -5.4 7.44e-03    -  1.00e+00 5.00e-01f  2
 345  3.1997042e+00 0.00e+00 1.04e-04  -5.4 1.14e-02    -  1.00e+00 1.00e+00f  1
 346  3.1997042e+00 0.00e+00 9.78e-05  -5.4 5.33e-02    -  1.00e+00 1.25e-01f  4
 347  3.1997047e+00 0.00e+00 1.23e-04  -5.4 1.25e-02    -  1.00e+00 5.00e-01f  2
 348  3.1997048e+00 0.00e+00 1.68e-04  -5.4 2.00e-02    -  1.00e+00 5.00e-01f  2
 349  3.1997059e+00 0.00e+00 1.41e-04  -5.4 7.49e-02    -  1.00e+00 1.25e-01f  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  3.1997064e+00 0.00e+00 1.48e-04  -5.4 3.19e-02    -  1.00e+00 1.25e-01f  4
 351  3.1997069e+00 0.00e+00 2.54e-04  -5.4 9.40e-03    -  1.00e+00 1.00e+00f  1
 352  3.1997103e+00 0.00e+00 2.50e-04  -5.4 1.16e-01    -  1.00e+00 2.50e-01f  3
 353  3.1997101e+00 0.00e+00 2.05e-04  -5.4 4.64e-02    -  1.00e+00 6.25e-02f  5
 354  3.1997125e+00 0.00e+00 3.03e-04  -5.4 2.58e-02    -  1.00e+00 1.00e+00f  1
 355  3.1997116e+00 0.00e+00 2.55e-04  -5.4 1.44e-01    -  1.00e+00 6.25e-02f  5
 356  3.1997108e+00 0.00e+00 1.87e-04  -5.4 6.46e-02    -  1.00e+00 1.25e-01f  4
 357  3.1997106e+00 0.00e+00 2.49e-04  -5.4 5.42e-02    -  1.00e+00 1.25e-01f  4
 358  3.1997116e+00 0.00e+00 2.94e-04  -5.4 9.59e-02    -  1.00e+00 2.50e-01f  3
 359  3.1997123e+00 0.00e+00 2.07e-04  -5.4 4.86e-01    -  1.00e+00 6.25e-02f  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  3.1997130e+00 0.00e+00 2.99e-04  -5.4 3.58e-01    -  1.00e+00 3.12e-02f  6
 361  3.1997211e+00 0.00e+00 3.94e-04  -5.4 2.90e-01    -  1.00e+00 5.00e-01f  2
 362  3.1997217e+00 0.00e+00 2.71e-04  -5.4 1.59e+00    -  5.36e-01 1.05e-02f  7
 363  3.1997231e+00 0.00e+00 2.84e-04  -5.4 1.71e-01    -  1.00e+00 2.50e-01f  3
 364  3.1997225e+00 0.00e+00 3.15e-04  -5.4 5.30e-01    -  1.00e+00 6.25e-02f  5
 365  3.2008826e+00 0.00e+00 7.54e-03  -5.4 2.24e-01    -  1.00e+00 1.00e+00w  1
 366  3.2000150e+00 0.00e+00 2.60e-03  -5.4 1.53e-01    -  1.00e+00 1.00e+00w  1
 367  3.2007081e+00 0.00e+00 6.28e-03  -5.4 1.70e-01    -  1.00e+00 1.00e+00w  1
 368  3.1997205e+00 0.00e+00 2.97e-04  -5.4 1.39e-01    -  1.00e+00 6.25e-02f  4
 369  3.1997183e+00 0.00e+00 3.95e-04  -5.4 1.74e-01    -  1.00e+00 1.25e-01f  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  3.1997133e+00 0.00e+00 3.06e-04  -5.4 3.64e-02    -  1.00e+00 5.00e-01f  2
 371  3.1997113e+00 0.00e+00 2.37e-04  -5.4 1.12e-02    -  1.00e+00 1.00e+00f  1
 372  3.1997086e+00 0.00e+00 7.23e-05  -5.4 8.10e-03    -  1.00e+00 1.00e+00f  1
 373  3.1997082e+00 0.00e+00 1.13e-04  -5.4 5.97e-03    -  1.00e+00 1.00e+00f  1
 374  3.1997072e+00 0.00e+00 6.71e-05  -5.4 1.98e-02    -  1.00e+00 1.00e+00f  1
 375  3.1997076e+00 0.00e+00 2.44e-04  -5.4 4.58e-01    -  1.00e+00 3.12e-02f  6
 376  3.1997079e+00 0.00e+00 2.12e-04  -5.4 9.17e-02    -  1.00e+00 1.25e-01f  4
 377  3.1997077e+00 0.00e+00 1.43e-04  -5.4 1.90e-01    -  1.00e+00 6.25e-02f  5
 378  3.1997086e+00 0.00e+00 2.69e-04  -5.4 1.19e-01    -  1.00e+00 1.25e-01f  4
 379  3.1997086e+00 0.00e+00 1.82e-04  -5.4 2.05e-01    -  1.00e+00 1.25e-01f  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  3.1997086e+00 0.00e+00 1.66e-04  -5.4 4.76e-01    -  1.00e+00 3.12e-02f  6
 381  3.1997092e+00 0.00e+00 2.55e-04  -5.4 1.90e-01    -  1.00e+00 6.25e-02f  5
 382  3.1997103e+00 0.00e+00 1.71e-04  -5.4 1.77e-01    -  1.00e+00 1.25e-01f  4
 383  3.1997117e+00 0.00e+00 2.36e-04  -5.4 2.50e-01    -  1.00e+00 1.25e-01f  4
 384  3.1997108e+00 0.00e+00 1.28e-04  -5.4 3.86e-01    -  1.00e+00 6.25e-02f  5
 385  3.1997273e+00 0.00e+00 5.39e-04  -5.4 2.59e-02    -  1.00e+00 1.00e+00w  1
 386  3.1997062e+00 0.00e+00 1.45e-04  -5.4 4.31e-02    -  1.00e+00 1.00e+00f  1
 387  3.1997057e+00 0.00e+00 1.13e-04  -5.4 4.37e-02    -  1.00e+00 1.25e-01f  4
 388  3.1997054e+00 0.00e+00 3.23e-05  -5.4 1.11e-02    -  1.00e+00 1.00e+00f  1
 389  3.1993099e+00 0.00e+00 8.33e-04  -6.0 7.94e-02    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  3.1991157e+00 0.00e+00 2.66e-04  -7.6 3.33e-02    -  1.00e+00 1.00e+00f  1
 391  3.1991127e+00 0.00e+00 3.53e-04  -9.1 3.54e-02    -  1.00e+00 5.00e-01f  2
 392  3.1991075e+00 0.00e+00 1.71e-04 -10.3 2.44e-02    -  1.00e+00 8.94e-01f  1
 393  3.1991067e+00 0.00e+00 1.88e-04 -11.0 7.79e-02    -  1.00e+00 1.13e-01f  2
 394  3.1991056e+00 0.00e+00 9.60e-05 -11.0 2.23e-02    -  1.00e+00 2.77e-01f  1
 395  3.1991051e+00 0.00e+00 1.01e-04  -9.8 3.83e-02    -  1.00e+00 2.50e-01f  3
 396  3.1991049e+00 0.00e+00 8.81e-05 -11.0 8.25e-02    -  1.00e+00 6.25e-02f  5
 397  3.1991049e+00 0.00e+00 1.07e-04 -11.0 1.25e-02    -  1.00e+00 1.25e-01f  4
 398  3.1991045e+00 0.00e+00 4.09e-05 -11.0 4.71e-03    -  1.00e+00 1.00e+00f  1
 399  3.1991045e+00 0.00e+00 2.57e-05 -11.0 8.47e-03    -  1.00e+00 1.25e-01f  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  3.1991044e+00 0.00e+00 7.06e-05 -11.0 2.58e-03    -  1.00e+00 1.00e+00f  1
 401  3.1991044e+00 0.00e+00 4.58e-05 -11.0 5.35e-03    -  1.00e+00 5.00e-01f  2
 402  3.1991043e+00 0.00e+00 4.85e-05 -11.0 3.22e-02    -  1.00e+00 1.25e-01f  4
 403  3.1991043e+00 0.00e+00 3.56e-05 -11.0 8.33e-03    -  1.00e+00 2.50e-01f  3
 404  3.1991043e+00 0.00e+00 8.35e-05 -11.0 1.15e-02    -  1.00e+00 5.00e-01f  2
 405  3.1991043e+00 0.00e+00 8.04e-05 -11.0 3.46e-02    -  1.00e+00 2.50e-01f  3
 406  3.1991041e+00 0.00e+00 7.59e-05 -11.0 6.17e-03    -  1.00e+00 5.00e-01f  2
 407  3.1991041e+00 0.00e+00 7.78e-05 -11.0 5.51e-03    -  1.00e+00 1.00e+00f  1
 408  3.1991040e+00 0.00e+00 4.53e-05 -11.0 8.22e-03    -  1.00e+00 2.50e-01f  3
 409  3.1991039e+00 0.00e+00 8.19e-05 -11.0 1.32e-02    -  1.00e+00 5.00e-01f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  3.1991038e+00 0.00e+00 5.73e-05 -11.0 7.91e-03    -  1.00e+00 5.00e-01f  2
 411  3.1991037e+00 0.00e+00 2.83e-05 -11.0 9.66e-03    -  1.00e+00 2.50e-01f  3
 412  3.1991036e+00 0.00e+00 2.27e-05 -11.0 3.72e-03    -  1.00e+00 5.00e-01f  2
 413  3.1991036e+00 0.00e+00 2.07e-05 -11.0 6.43e-03    -  1.00e+00 5.00e-01f  2
 414  3.1991036e+00 0.00e+00 2.11e-05 -11.0 1.24e-02    -  1.00e+00 2.50e-01f  3
 415  3.1991036e+00 0.00e+00 2.63e-05 -11.0 1.08e-02    -  1.00e+00 5.00e-01f  2
 416  3.1991035e+00 0.00e+00 4.26e-05 -11.0 5.89e-02    -  1.00e+00 2.50e-01f  3
 417  3.1991035e+00 0.00e+00 3.86e-05 -11.0 8.36e-02    -  1.00e+00 6.25e-02f  5
 418  3.1991035e+00 0.00e+00 2.46e-05 -11.0 3.81e-02    -  1.00e+00 1.25e-01f  4
 419  3.1991038e+00 0.00e+00 9.29e-05 -11.0 5.59e-03    -  1.00e+00 1.00e+00w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420  3.1991036e+00 0.00e+00 7.70e-05 -11.0 2.57e-03    -  1.00e+00 1.00e+00w  1
 421  3.1991034e+00 0.00e+00 2.14e-05 -11.0 2.05e-03    -  1.00e+00 1.00e+00f  1
 422  3.1991034e+00 0.00e+00 2.62e-05 -11.0 7.18e-04    -  1.00e+00 1.00e+00f  1
 423  3.1991034e+00 0.00e+00 6.03e-06 -11.0 8.11e-04    -  1.00e+00 1.00e+00f  1

Number of Iterations....: 423

                                   (scaled)                 (unscaled)
Objective...............:   3.1991033504555255e+00    3.1991033504555255e+00
Dual infeasibility......:   6.0328090801912465e-06    6.0328090801912465e-06
